Donor,Location Name,FID of the park,Zone,Location latitude,Location longitude,Unique ID of the Percolation well,Percolation well latitude,Percolation well longitude,,,,,,,,
Broadcom,Savitha Park,391,,,,B-704,13.0963155,77.5770441,,,,,,,,
Broadcom,Savitha Park,391,,,,B-708,13.0962579,77.5770628,,,,,,,,
Broadcom,Savitha Park,391,,,,B-707,13.096195,77.5771129,,,,,,,,
Broadcom,Savitha Park,391,,,,B-706,13.0961396,77.5771527,,,,,,,,
Broadcom,Savitha Park,391,,,,B-705,13.0959878,77.5772389,,,,,,,,
Broadcom,Cauvery Park,144,,,,BC-755,13.0984269,77.5769077,,,,,,,,
Broadcom,Cauvery Park,144,,,,BC-757,13.0981702,77.5771064,,,,,,,,
Broadcom,Cauvery Park,144,,,,BC-756,13.098036,77.5768047,,,,,,,,
PWC,Valmiki Park,196,,,,AL-2,13.0993436,77.5740417,,,,,,,,
PWC,Valmiki Park,196,,,,AL-3,13.0994392,77.5744627,,,,,,,,
PWC,Valmiki Park,196,,,,AL-4,13.0996215,77.5746668,,,,,,,,
PWC,Valmiki Park,196,,,,AL-5,13.0996211,77.5747534,,,,,,,,
Morgan Stanley,"Jhansi Rani Lakshmibai Park
",182,,,,MS-72,13.099948,77.5757068,,,,,,,,
Morgan Stanley,Jhansi Rani Lakshmibai Park,182,,,,MS-74,13.0998749,77.5755998,,,,,,,,
Morgan Stanley,Jhansi Rani Lakshmibai Park,182,,,,MS-73,13.099889,77.5754256,,,,,,,,
Morgan Stanley,Jhansi Rani Lakshmibai Park,182,,,,PWC-52,13.0998785,77.5753318,,,,,,,,
Morgan Stanley,Jhansi Rani Lakshmibai Park,182,,,,MS-75,13.0998865,77.5750067,,,,,,,,
Morgan Stanley,Shivramkaranth Park,185,,,,MS-88,13.1000851,77.5736394,,,,,,,,
Morgan Stanley,Shivramkaranth Park,185,,,,MS-87,13.0997974,77.573882,,,,,,,,
Morgan Stanley,Shivramkaranth Park,185,,,,MS-86,13.0998622,77.5740555,,,,,,,,
Morgan Stanley,Shivramkaranth Park,185,,,,MS-92,13.1002135,77.5734142,,,,,,,,
Morgan Stanley,Shivramkaranth Park,185,,,,MS-93,13.100232,77.5733806,,,,,,,,
Morgan Stanley,Shivramkaranth Park,185,,,,MS-94,13.100296,77.5734902,,,,,,,,
Morgan Stanley,Shivramkaranth Park,185,,,,MS-95,13.1002753,77.5735183,,,,,,,,
Morgan Stanley,Shivramkaranth Park,185,,,,MS-91,13.1002569,77.5735245,,,,,,,,
Morgan Stanley,Shivramkaranth Park,185,,,,MS-90,13.1002262,77.573538,,,,,,,,
Morgan Stanley,Shivramkaranth Park,185,,,,MS-89,13.1001646,77.5735813,,,,,,,,
Morgan Stanley,Sardar Vallabhai Patel (SFS 208) Park,181,,,,MS-35,13.099488,77.5713847,,,,,,,,
Morgan Stanley,Sardar Vallabhai Patel (SFS 208) Park,181,,,,MS-37,13.0998999,77.5711117,,,,,,,,
Morgan Stanley,Sardar Vallabhai Patel (SFS 208) Park,181,,,,MS-36,13.1004061,77.571149,,,,,,,,
Morgan Stanley,Sardar Vallabhai Patel (SFS 208) Park,181,,,,MS-34,13.1005555,77.5714947,,,,,,,,
Morgan Stanley,Sardar Vallabhai Patel (SFS 208) Park,181,,,,MS-33,13.1007591,77.5716116,,,,,,,,
Morgan Stanley,Sardar Vallabhai Patel (SFS 208) Park,181,,,,MS-32,13.10085,77.572367,,,,,,,,
Morgan Stanley,Sardar Vallabhai Patel (SFS 208) Park,181,,,,MS-31,13.1008472,77.5725072,,,,,,,,
Morgan Stanley,Sardar Vallabhai Patel (SFS 208) Park,181,,,,MS-30,13.1008338,77.5726134,,,,,,,,
Morgan Stanley,Sardar Vallabhai Patel (SFS 208) Park,181,,,,MS-29,13.1008181,77.5726641,,,,,,,,
Morgan Stanley,Sardar Vallabhai Patel (SFS 208) Park,181,,,,MS-28,13.1008309,77.5730391,,,,,,,,
Morgan Stanley,Sardar Vallabhai Patel (SFS 208) Park,181,,,,MS-38,13.1004484,77.572484,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-49,13.0997407,77.5720845,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-50,13.0996712,77.57221,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-51,13.0996749,77.5723085,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,,13.0995668,77.5723005,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-52,13.099579,77.5723176,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,,13.0996042,77.5727653,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-85,13.0996667,77.5727546,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-84,13.0997076,77.5728068,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-83,13.0997336,77.5729544,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-82,13.0997817,77.5729685,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-81,13.0997653,77.572964,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-80,13.0994346,77.5727869,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-78,13.0994368,77.5724366,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park ,183,,,,MS-53,13.0995467,77.5724383,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-55,13.0995718,77.5723932,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-48,13.0995568,77.5723495,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-47,13.0994306,77.5719504,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-43,13.0992175,77.5717834,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-42,13.0991576,77.5717492,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-77,13.0990294,77.5713217,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-44,13.0990991,77.5714872,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS-45,13.0992614,77.5715663,,,,,,,,
Morgan Stanley,B.M Shrikantaiah Park,183,,,,MS46,13.0994796,77.5717494,,,,,,,,
Deloitte India,Nehru Park ,288,,,,D-163,12.9883795,77.5761993,,,,,,,,
Deloitte India,Nehru Park,288,,,,D-164,12.9881787,77.5761665,,,,,,,,
Deloitte India,Nehru Park,288,,,,D-161,12.9885925,77.5756527,,,,,,,,
Deloitte India,Nehru Park ,288,,,,,12.9883597,77.5760337,,,,,,,,
Broadcom,Yogi Vemana Park,142,,,,B-702,13.0988899,77.5724096,,,,,,,,
Broadcom,Yogi Vemana Park,142,,,,BC-413,13.0986883,77.572461,,,,,,,,
Broadcom,Yogi Vemana Park,142,,,,B-701,13.0987444,77.5725448,,,,,,,,
Broadcom,Yogi Vemana Park,142,,,,BC-414,13.0986285,77.5723798,,,,,,,,
Broadcom,Yogi Vemana Park,142,,,,BC-415,13.0986332,77.5723075,,,,,,,,
Broadcom,Yogi Vemana Park,142,,,,BC-416,13.0985929,77.5719789,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-70,13.0996246,77.5762685,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-10,13.0997188,77.5762443,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-11,13.0998731,77.5762123,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-12,13.0999824,77.5762761,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-13,13.1001413,77.5763118,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,S-14,13.100356,77.5762912,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-71,13.1003602,77.5762368,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-15,13.1005103,77.5759572,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-16,13.1005366,77.575873,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-68,13.1005054,77.5758756,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-746,13.1005402,77.5754309,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-67,13.1005567,77.5752235,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-66,13.1005623,77.5742139,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-65 ,13.1008167,77.5740284,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-64,13.1009288,77.5736254,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-63,13.1010531,77.5737035,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-62,13.1010395,77.57347,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-18,13.1012149,77.5733888,,,,,,,,
Morgan Stanley,Kittoor Rani Chennamma Park,180,,,,MS-19,13.101376,77.5730987,,,,,,,,
Happiest Minds,BDA Head office,362,,,,HM-70,12.9967587,77.5833132,,,,,,,,
Happiest Minds,BDA Head office ,362,,,,HM-69,12.9967501,77.5834842,,,,,,,,
Happiest Minds,BDA Head office ,362,,,,HM-68,12.9966456,77.5837222,,,,,,,,
Happiest Minds,BDA Head office ,362,,,,HM-67,12.9967103,77.5837972,,,,,,,,
Happiest Minds,BDA Head office ,362,,,,HM-66,12.9968196,77.583847,,,,,,,,
PWC,Da.ra. Bendre Park,191,,,,,13.1032136,77.5755692,,,,,,,,
PWC,Da.ra. Bendre Park,191,,,,,13.1033789,77.5756105,,,,,,,,
PWC,Da.ra. Bendre Park,191,,,,PWC-81,13.1032601,77.5757877,,,,,,,,
PWC,Da.ra. Bendre Park,191,,,,PWC-82,13.1032872,77.5756911,,,,,,,,
PWC,Yelahanka Park,193,,,,PWC-65,13.1058493,77.5763192,,,,,,,,
PWC,Yelahanka Park,193,,,,PWC-68,13.1058794,77.5763982,,,,,,,,
PWC,Yelahanka Park,193,,,,PWC-69,13.1058748,77.5764839,,,,,,,,
PWC,Yelahanka Park,193,,,,PWC-67,13.1057255,77.5763358,,,,,,,,
PWC,Yelahanka Park,193,,,,PWC-66,13.1057447,77.5762982,,,,,,,,
Broadcom,Ramana Maharshi Park,168,,,,,13.1042999,77.5746356,,,,,,,,
Broadcom,Ramana Maharshi Park,168,,,,,13.1042815,77.5746438,,,,,,,,
Deloitte India,Chikkalalbagh park(Lokmanya Tilak Park),276,,,,D-120,12.9737083,77.5727275,,,,,,,,
Deloitte India,Chikkalalbagh park(Lokmanya Tilak Park),276,,,,D-121,12.9738799,77.5727327,,,,,,,,
Deloitte India,Chikkalalbagh park(Lokmanya Tilak Park),276,,,,D-118,12.9737629,77.5720309,,,,,,,,
Deloitte India,Chikkalalbagh park(Lokmanya Tilak Park),276,,,,D-119,12.9736942,77.5721569,,,,,,,,
Deloitte India,Triangular Park ,289,,,,D-165,12.9870339,77.5763757,,,,,,,,
Synamedia,Freedom Park ,2,,,,,12.9765543,77.5810378,,,,,,,,
Synamedia,Freedom Park ,2,,,,,12.9765849,77.5809942,,,,,,,,
Synamedia,Freedom Park ,2,,,,,12.9766733,77.5809522,,,,,,,,
Synamedia,Freedom Park ,2,,,,,12.9778816,77.5820074,,,,,,,,
Synamedia,Freedom Park ,2,,,,,12.9770573,77.5830455,,,,,,,,
Synamedia,Freedom Park ,2,,,,,12.9776429,77.5830327,,,,,,,,
Synamedia,Freedom Park,2,,,,,12.9764638,77.5825129,,,,,,,,
Synamedia,Freedom Park,2,,,,,12.9764997,77.582383,,,,,,,,
Synamedia,Freedom Park ,2,,,,,12.9763804,77.5818504,,,,,,,,
Synamedia,Freedom Park ,2,,,,,12.977723,77.5820171,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-289,13.1026601,77.5848944,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-288,13.1026112,77.5848588,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-295,13.1028186,77.5846213,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-293,13.1028993,77.5845971,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-292,13.1030406,77.5844701,,,,,,,,
Broadcom,Child and women devolpment,386,,,,,13.1032712,77.5844836,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-296,13.1027784,77.5843837,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-298,13.1022871,77.5843854,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-299,13.1022224,77.584409,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-300,13.1020672,77.5845631,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-301,13.1017021,77.5840866,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-244,13.1018879,77.5840417,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-296,13.1028184,77.5842045,,,,,,,,
Broadcom,Child and women devolpment,386,,,,B-294,13.1027569,77.5847508,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-61,13.1022049,77.5852812,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-58,13.1021833,77.5854217,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-59,13.1022577,77.5854478,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-55,13.1023084,77.5854059,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-57,13.1023342,77.5854126,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-56,13.1023119,77.5854452,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-47,13.1018819,77.5851812,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-48,13.1020462,77.5854152,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-49,13.1020952,77.5855939,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-50,13.1021543,77.5856775,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-51,13.1021707,77.5857744,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-52,13.1022038,77.5857808,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-53,13.1024274,77.5855578,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-54,13.1025902,77.5854574,,,,,,,,
Morgan Stanley,Dr. Ambedkar Park,184,,,,MS-60,13.1023898,77.5852033,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-208,13.0956219,77.5681247,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-209,13.0956777,77.568123,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-210,13.09569,77.568075,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-211,13.0957577,77.5680761,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-212,13.0958981,77.5681025,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-213,13.0959748,77.5681122,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-214,13.0960349,77.568108,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-215,13.0961325,77.5681277,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-216,13.0961689,77.5681343,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-217,13.0962466,77.5681364,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-218,13.0963811,77.5681031,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-219,13.0965817,77.5681012,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-207,13.0960195,77.5678433,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-206,13.0959354,77.567656,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-205,13.0959601,77.567595,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-204,13.0959188,77.5671278,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Champus ",376,,,,B-203,13.0959309,77.5665996,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-201,13.0961085,77.5662929,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-196,13.0961449,77.5663445,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-195,13.0963104,77.5664678,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-194,13.0963188,77.5665245,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-199,13.0961675,77.5662283,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Champus ",376,,,,B-200,13.0961462,77.5662826,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-198,13.0961555,77.5662263,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-193,13.0959081,77.5663096,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-202,13.0959139,77.5662512,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-190,13.0958242,77.5662552,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-186,13.0955846,77.5658939,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-187,13.0957036,77.5657149,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-178,13.0951679,77.5659438,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-179,13.0951097,77.5660325,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-180,13.0950212,77.5661656,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Champus ",376,,,,HM-181,13.0949806,77.566226,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-182,13.0948914,77.5664086,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-183,13.0948709,77.5664277,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-184,13.0947442,77.5666506,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-185,13.0946436,77.5668281,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-650,13.0947483,77.5655924,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-652,13.0949837,77.5640157,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-648,13.0944563,77.5654272,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-238,13.0952471,77.5680115,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-237,13.0952861,77.5680333,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-236,13.0953509,77.5680161,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-235,13.0954064,77.5680518,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,,13.0927192,77.5643669,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-233,13.0926672,77.5642919,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-232,13.0924172,77.5641962,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-233,13.0923533,77.5640875,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-234,13.0923144,77.5640353,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-229,13.0922372,77.5640196,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-228,13.0921635,77.5640483,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-227,13.0920283,77.5640086,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-183,13.0919938,77.5650765,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-184,13.0921002,77.5651238,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-185,13.092132,77.5651354,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-189,13.0935014,77.5642114,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-188,13.0934984,77.5642485,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,HM-190,13.093478,77.5642349,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,B-662,13.0941042,77.5628659,,,,,,,,
Happiest Minds,"College of Horticulture, UHS Campus",376,,,,,13.094007,77.56273,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-242,13.0918019,77.5610977,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-243,13.0918184,77.5610168,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,CAT-88,13.0918305,77.5609789,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,CAT-89,13.0918353,77.5609361,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM-250,13.0915691,77.5607266,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM-249,13.0915901,77.560705,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,CAT-90,13.0919055,77.5604389,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,CAT-91,13.0918638,77.5602919,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,CAT-92,13.0918693,77.5602939,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-246,13.0917014,77.5611924,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-247,13.091602,77.5611694,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-248,13.0914868,77.5611367,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-249,13.091458,77.5611273,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,,13.0913588,77.5611018,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-251,13.0912913,77.5610739,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-252,13.0912241,77.5610766,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,,13.0911843,77.561078,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-254,13.0909885,77.5610499,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-255,13.0910028,77.5609621,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-256,13.0908933,77.560988,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-257,13.0907995,77.5609618,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-258,13.0907838,77.5609456,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-263,13.0905607,77.5616148,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,,13.0905551,77.5615238,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,,13.0905883,77.5615488,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-264,13.0906291,77.5615552,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-265,13.0906689,77.561563,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-266,13.090706,77.5615915,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-267,13.0907682,77.5615959,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-268,13.0908504,77.5616406,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-269,13.0910112,77.5617235,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-270,13.0910202,77.5616771,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-271,13.0910773,77.5616865,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-272,13.0911334,77.5617202,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-273,13.0913152,77.5618149,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-274,13.0913248,77.5617754,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-278,13.0914173,77.561791,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-279,13.0914209,77.5618021,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,,13.0915221,77.561822,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-281,13.0915938,77.5617751,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-283,13.0916376,77.5617957,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-282,13.0916647,77.561776,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,B-284,13.0916666,77.5618181,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,CAT-53,13.0902241,77.5607878,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,CAT-52,13.0902493,77.56083,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,CAT-51,13.0902326,77.5608685,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,CAT-54,13.0901865,77.5608148,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,CAT-55,13.0900794,77.5607469,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM-191,13.0894577,77.5623308,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM-192,13.0894649,77.5622151,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM -193,13.0894611,77.5621876,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM-194,13.0894625,77.5621588,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM -195,13.0894728,77.5621141,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM-196,13.0894982,77.5620445,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,"HM,-197",13.0895061,77.5620177,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM-198,13.0895806,77.5618018,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM-199,13.089575,77.5617592,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM-200,13.0895764,77.561737,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM-201,13.0895866,77.5616936,,,,,,,,
Happiest Minds,Regional Horticultural Research and,373,,,,HM-202,13.0895981,77.5616428,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-679,13.0927238,77.5602002,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-682,13.0926223,77.5602793,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-677,13.0929479,77.5604657,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-676,13.0929509,77.5604475,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-673,13.0929373,77.5605365,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-674,13.0930466,77.5605969,,,,,,,,
Broadcom,Science & Technology Academy campus,393,,,,B-672,13.0928142,77.5607672,,,,,,,,
